Bank,Capital_ID,Capital_Amount,Capital_Ratio,RWA,Rating
Citigroup,CP001590,402499.9631342414,13.55135547505396,10822107.078504,A
Barclays,CP001591,1126963.9558007233,10.37952884641458,3268560.9683289635,A
HSBC,CP001592,1034169.8407748112,14.679726138120172,1903902.8712836741,AA
Deutsche Bank,CP001593,5267415.144701058,11.541787954753929,2061056.000420839,BB
Citigroup,CP001594,1691938.580793222,15.310880370535202,2207136.568397374,BBB
Deutsche Bank,CP001595,539611.5635086959,15.465521040377745,2624440.1678163335,BB
Deutsche Bank,CP001596,94576.50813509179,12.909230433037227,2881003.3899724674,AA
HSBC,CP001597,4065476.10106259,11.401886790460129,3889553.640374245,B
Barclays,CP001598,546062.4487587278,10.735819798114822,1945591.3884955558,A
Barclays,CP001599,196819.14142694263,14.054855413138975,805522.7296628298,A
Citigroup,CP001600,360176.18397254276,13.08949646498074,2094162.1487496549,BB
Barclays,CP001601,2498781.1122451858,13.631652131182246,2095795.774899156,A
Citigroup,CP001602,1234970.3881121627,9.27565317891707,84117692.55104822,AA
HSBC,CP001603,3286662.34854509,15.710552223181526,3690469.725698898,BB
HSBC,CP001604,1403606.2571178477,14.971239648194567,14650231.004639767,A
HSBC,CP001605,442983.6877607847,15.269056671325007,2079760.6558966234,AA
Deutsche Bank,CP001606,1080619.0433110504,9.111999179060755,4516235.161190553,A
Citigroup,CP001607,4930695.511675859,13.278936922908684,1500586.7092780326,BB
Barclays,CP001608,424228.67282673443,10.55361028019271,959207.5432994595,AA
HSBC,CP001609,4897337.795894307,10.69776865279806,444880.9111440206,BBB
Citigroup,CP001610,175415.57814667036,14.224021977348814,5505814.386711916,CCC
Deutsche Bank,CP001611,3272540.526608949,10.5559949810605,946436.5306304601,BB
Barclays,CP001612,492784.17712161154,13.06392270969812,1259946.1059638795,BBB
Deutsche Bank,CP001613,1990824.0209949624,15.221962771177202,5713393.677987095,BBB
Barclays,CP001614,701833.7177458631,15.688700270192092,1202791.5767162293,BBB
Barclays,CP001615,4149006.278143518,10.030567106322462,708783.6843740041,BBB
Deutsche Bank,CP001616,513715.70857548947,12.873316004283872,5183815.878942077,BBB
HSBC,CP001617,1162813.2145252011,10.27783958172908,72406634.12177378,A
Barclays,CP001618,2464909.7681359826,9.529706640460788,1325217.2573419376,A
Citigroup,CP001619,283312.30802176194,9.23637557705948,4953655.723310676,A
Barclays,CP001620,1942561.1404803472,9.190491649655225,3747188.0928106876,BBB
Citigroup,CP001621,1844608.1218212799,11.921148428774634,22032669.474980704,AAA
Deutsche Bank,CP001622,409294.6585946659,9.868414013421296,1550230.8744835635,AA
HSBC,CP001623,276734.6814583924,14.971643338231296,828010.8906179857,A
Barclays,CP001624,238653.16970963552,14.119645421193596,2590161.43763735,BB
HSBC,CP001625,429085.2133947621,13.619482151568674,820382.777882572,BB
Deutsche Bank,CP001626,1207094.8112719452,9.709215314129594,5144047.953896997,AA
Barclays,CP001627,195316.25670447023,14.879840826404811,713301.8849739983,AAA
HSBC,CP001628,2535438.2883409215,10.488561394131857,5029426.489657098,AA
Barclays,CP001629,332431.12092784734,12.314439579388406,703081.0982727999,BBB
Citigroup,CP001630,17066122.789200928,14.609277742115548,41095928.58769099,AA
Citigroup,CP001631,1828003.3107131985,11.577884280176193,4074596.483631539,BB
HSBC,CP001632,684904.9607704749,10.42491889663621,715681.6157791934,AA
Citigroup,CP001633,276255.36632710445,11.624023523906338,26108724.119422674,A
Citigroup,CP001634,4536577.542550878,9.445743684615511,2812106.7385615255,AAA
Deutsche Bank,CP001635,445833.2783914255,11.455647971554713,2412563.2412603986,BBB
Deutsche Bank,CP001636,833468.2855327498,11.99632505059499,1557006.6149519111,A
HSBC,CP001637,878216.0236326732,15.152878043779417,638062.2007592433,AAA
Deutsche Bank,CP001638,379940.1260291628,15.003139571150527,2952576.88277214,AA
Deutsche Bank,CP001639,386215.2827481803,9.005006541628175,14478647.977789428,BB
Barclays,CP001640,2365267.7811158095,15.123846076267743,13744519.584420836,A
HSBC,CP001641,2519271.5862939283,13.332302084608134,28116278.032941885,A
Citigroup,CP001642,981729.8467583815,10.865684729734259,8521629.52145093,BB
HSBC,CP001643,141911.45643374938,14.493321285453778,1208985.9157030217,AA
Deutsche Bank,CP001644,7413498.423208347,10.106760904002888,1123387.7573890195,BB
HSBC,CP001645,1244444.6649567308,14.130565568843108,1343083.8507110614,AA
Barclays,CP001646,4029550.359727167,9.129193470061843,532756.1711887795,A
Barclays,CP001647,7527819.089608128,15.005603297303189,38731542.36471642,A
Citigroup,CP001648,1057101.0568990568,13.869910319640145,8368054.659970454,BBB
Deutsche Bank,CP001649,373684.9274518144,15.791803075410488,4618777.5775460275,AA
Barclays,CP001650,2891230.9199352153,10.805004414340155,4659810.771709875,A
Citigroup,CP001651,561215.7818999864,11.31541366356067,4436645.0307982555,BBB
HSBC,CP001652,199803.0153006887,10.286417847202147,12603615.820651254,BBB
HSBC,CP001653,1330180.3785574234,12.8747384529392,6272486.515885332,BBB
Deutsche Bank,CP001654,2385759.086215258,10.703548941288242,3400583.6252311463,A
HSBC,CP001655,3327890.4816185697,11.818583453719617,5854995.59872799,A
Citigroup,CP001656,25394006.879349183,9.257285081798507,693016.2540578056,AA
Barclays,CP001657,887045.3497837061,9.164818077937207,3024276.665612774,BBB
Barclays,CP001658,733195.4311001064,13.162402230435902,3796319.8490575333,B
HSBC,CP001659,8263661.67351004,15.853454913093167,5222018.822183697,BB
Barclays,CP001660,149496.9447965496,12.42694009458354,3175259.9962044996,A
Citigroup,CP001661,245832.22431270772,10.844479056576652,1837813.486077693,BB
Citigroup,CP001662,2825371.868491283,10.755302490968303,2702778.7842551866,BB
Barclays,CP001663,84602.18092080536,11.601721373337444,71220010.42096122,A
HSBC,CP001664,553465.2819689015,10.626524192225244,417565.03836723027,AAA
Deutsche Bank,CP001665,164984.52913943966,11.297246102622243,2132158.1826634165,AAA
Deutsche Bank,CP001666,3641316.4737958433,14.969893720013204,5670074.731130592,B
Barclays,CP001667,15956517.275319157,11.504571083208194,2269116.786074009,AA
HSBC,CP001668,989661.4463128423,14.832526337524484,615997.0441372038,A
Citigroup,CP001669,231621.9443614306,10.535094572416376,2360660.2078749966,AA
Deutsche Bank,CP001670,1977596.7455653297,11.102388724186255,9088964.579059405,AA
Barclays,CP001671,1568607.2872602092,15.46124415291496,6287626.641152483,B
Barclays,CP001672,61568.91762313224,9.800623444840397,3922707.4367286083,BBB
HSBC,CP001673,1793883.4253388243,15.825977695931957,771494.507856269,BB
Citigroup,CP001674,8948867.889954856,14.372380690732934,12156020.494349405,A
Barclays,CP001675,605622.9465718344,10.619023912249418,3098955.23359772,BB
Deutsche Bank,CP001676,727263.2164226884,15.291272061024426,9091343.241327947,A
Citigroup,CP001677,782584.9313672337,14.262107196796077,1150396.4299481723,BBB
Citigroup,CP001678,2752047.8269377174,12.720936082974497,8536298.336491352,BBB
Barclays,CP001679,679509.5556514878,15.308952187166932,6557885.017214217,AA
Barclays,CP001680,1944619.3058183454,10.64533377537843,415408.2948984337,AAA
Barclays,CP001681,796724.6892049486,14.265284879444927,12698870.54599932,A
HSBC,CP001682,1084619.813250845,14.878612272853639,5319037.123347282,BBB
Deutsche Bank,CP001683,5000413.503646364,10.870498501310875,19055803.345770694,BBB
Citigroup,CP001684,1452706.6954351803,15.973073665926691,2075372.0268870203,AA
Citigroup,CP001685,3892035.1257267683,12.849499277756138,1014456.9488740087,A
Deutsche Bank,CP001686,3435429.5621378403,10.204662012623603,31335697.59297366,A
Citigroup,CP001687,508286.092144265,14.590829463411687,1442145.330671273,A
Barclays,CP001688,1646782.747334966,15.411965514292664,320126.596900487,BBB
Barclays,CP001689,2357769.7095050123,14.23898649793567,116183.29870374437,AAA
HSBC,CP001690,2503325.287189154,11.306176408912204,100629439.86927167,BB
Deutsche Bank,CP001691,1020679.0160201088,11.819320862462385,10547258.136073364,BBB
HSBC,CP001692,2347691.2245892687,13.79476805851607,19746828.568887208,A
Deutsche Bank,CP001693,2528699.979409078,13.483616076256306,13258764.31033184,AA
Citigroup,CP001694,981544.9219653026,14.075605756714099,5837954.175714621,A
Citigroup,CP001695,3172313.8872753284,12.260151291348132,6829226.076465612,A
Citigroup,CP001696,2704656.3626317396,10.654778360425356,1067259.311500177,BB
Barclays,CP001697,3895837.9063742436,10.376229615465416,788490.5469578846,BBB
Citigroup,CP001698,482234.5418691985,10.372641670309234,386786.57399921946,BBB
Citigroup,CP001699,964419.7789615924,15.209125106166319,933044.8423414271,BBB
Deutsche Bank,CP001700,715954.3354703969,11.24881046576681,15159224.103538545,BBB
HSBC,CP001701,2426768.248263575,15.129123721266806,9147111.451382468,BBB
Deutsche Bank,CP001702,5087532.236372101,11.926050647424809,3550968.8281581397,B
HSBC,CP001703,408612.0684203751,14.656527849342485,5384918.391431442,AAA
Citigroup,CP001704,845714.236315856,13.863494976391575,19216007.643869836,A
HSBC,CP001705,1150431.1351702102,15.796884812055845,12399738.530538326,AAA
Citigroup,CP001706,1013946.2806399362,11.101889406124307,618405.4220727787,AA
Citigroup,CP001707,1031697.9865985252,9.026265423731724,4500820.189766341,AA
HSBC,CP001708,2842245.201053414,15.83054819320889,34087656.1007159,BBB
Barclays,CP001709,2533159.4048156627,12.646638043766568,4183977.8156786636,D
HSBC,CP001710,1152845.7533711225,12.860126929560542,1493236.960750115,BBB
Deutsche Bank,CP001711,629438.8515484681,11.710197565149695,374317.6892832766,B
Citigroup,CP001712,305617.27359476034,10.30758037576605,1547833.61971821,BB
Deutsche Bank,CP001713,4565379.949215992,9.19110625076484,589957.7407829164,BBB
Citigroup,CP001714,1654101.0519306913,10.224302815818119,2897063.4227526896,A
HSBC,CP001715,631063.0617667272,10.063973834307653,6570226.246652757,AA
Barclays,CP001716,768081.6722635024,11.617619539034537,4905203.142424033,AAA
Barclays,CP001717,361287.6101599809,13.77146868888525,22713102.32926026,A
Barclays,CP001718,479442.8083530832,11.10948962431317,744000.6783426888,A
Deutsche Bank,CP001719,6632337.7882770365,13.888588500845021,12671517.521445658,AAA
Citigroup,CP001720,2645054.6011365354,12.467805131985195,956064.4817942604,BBB
Barclays,CP001721,3377571.339661397,13.310057583951885,1070253.5334429801,B
Barclays,CP001722,1135757.7492987055,10.62603968208942,455428.0382432341,AAA
Barclays,CP001723,2280250.7238430665,14.770021278605427,4777051.080084895,AAA
Citigroup,CP001724,1610797.0482378118,13.04918554122592,8458999.576465903,BB
Citigroup,CP001725,193412.21601547362,9.238217899614696,660839.8126703623,A
Citigroup,CP001726,445099.7070589632,9.629541231226144,1823541.5167004345,AA
HSBC,CP001727,731687.4655721684,15.978472742312931,733029.5120918605,BBB
Deutsche Bank,CP001728,2608312.9563285564,10.07506613770901,1333648.97098459,B
Barclays,CP001729,261954.063708214,13.77040353936443,2288564.1544325603,BB
Deutsche Bank,CP001730,1096221.7054877242,15.352171654004925,18019785.800198384,A
Citigroup,CP001731,559934.2227769222,9.60010427300772,2854538.3505048477,AAA
Deutsche Bank,CP001732,2359303.0657834867,12.787551565639916,555691.4951814271,AA
Citigroup,CP001733,6410837.542366791,13.889165493097979,1187376.7233354026,AA
Barclays,CP001734,1633116.664966075,12.076834114426342,697915.5304396842,BBB
HSBC,CP001735,1635309.0630783027,9.547966930866234,2402542.15728742,AA
Deutsche Bank,CP001736,228661.300544459,10.623500285162141,1955291.770476468,A
Citigroup,CP001737,4377399.912676014,9.042319649430722,8439923.179340696,A
Citigroup,CP001738,654518.5241008531,11.651375357958667,3032188.815403492,BB
Citigroup,CP001739,679708.2296993168,10.944465497877642,48608416.14423827,BBB
Deutsche Bank,CP001740,616627.6363380653,13.449733128417764,897767.1566069695,BBB
Barclays,CP001741,259943.35764974626,13.036156394962264,1021463.0944868028,BB
Deutsche Bank,CP001742,2829567.0149339014,12.576626283853981,707876.0758059691,A
Citigroup,CP001743,3231013.1921529877,10.688591740789773,2659254.6449053423,A
Barclays,CP001744,1180978.8636974588,15.929059792315577,13587779.923777862,A
HSBC,CP001745,195875.98738068296,9.934873709652308,22403925.92988301,BB
HSBC,CP001746,6055253.329950043,9.860756919261966,9247286.795751646,BBB
Citigroup,CP001747,483049.3926930621,9.692352982718251,16598738.458727937,BBB
Deutsche Bank,CP001748,360550.4898046073,9.483815702804188,3294376.9476400404,AAA
HSBC,CP001749,7358996.625767628,9.12113247246011,1869461.7246947188,BB
Citigroup,CP001750,2732371.740848902,10.317902833963549,1791061.3262716166,AA
Citigroup,CP001751,4899940.772597379,11.930879292987122,18659705.96968668,A
HSBC,CP001752,106402.34136784909,12.934849913648113,2892426.8787955577,AA
HSBC,CP001753,123960.7426671976,10.312795289653565,4822646.250735775,BB
Deutsche Bank,CP001754,9700547.920940975,11.934691116627128,1560869.946141021,A
Barclays,CP001755,212409.75330417344,13.246979738580794,2166952.5004625777,BBB
Barclays,CP001756,6481380.408210085,12.587006528441227,2448107.553156305,B
Citigroup,CP001757,941313.8168249619,15.778752548199737,1730848.101181881,BB
Barclays,CP001758,3776157.561544419,14.790055127766687,6545233.5710740555,BBB
Deutsche Bank,CP001759,981324.192534813,13.242755317266298,334740.7232740275,BBB
Barclays,CP001760,1640522.9844646226,15.60495474562073,51446386.48803568,AA
HSBC,CP001761,3633495.7591336803,15.810949094103249,1125489.1984305694,BBB
Barclays,CP001762,2163066.865695179,15.702422036876133,22510727.947170705,BBB
Citigroup,CP001763,1425203.051572914,12.24519519942848,1219964.3053525852,BB
HSBC,CP001764,985828.3040063318,9.449548624196426,93161.31918751824,BBB
Deutsche Bank,CP001765,1771548.5604619002,10.19629694723038,2341345.9003675273,BBB
HSBC,CP001766,1649312.5523703103,11.758899698458158,1228132.7522074818,A
HSBC,CP001767,1818850.2813034563,11.873012530719347,3568866.4125079773,A
Deutsche Bank,CP001768,2223722.149875146,15.269208649069245,10380191.854706714,BBB
Citigroup,CP001769,2412793.8246514834,15.567225420643883,1989699.064290259,AA
Citigroup,CP001770,903216.9815062719,12.379131133136648,5526707.692384724,BB
HSBC,CP001771,2044704.6773833784,13.712258405709342,829268.5013491247,AA
Barclays,CP001772,2347998.8140453557,10.72523691318759,6980345.0592149235,AAA
Deutsche Bank,CP001773,352251.3847733495,13.78498618907246,6932145.333060541,AA
HSBC,CP001774,8667495.592669122,10.531451780789013,7777381.2489240775,AA
Citigroup,CP001775,1983770.3565212544,15.137082119174515,6449777.089330289,AAA
HSBC,CP001776,722240.73040595,13.074181409029467,5526204.107379896,BBB
HSBC,CP001777,5519990.355528004,11.228834953825036,4298276.569317545,BBB
Deutsche Bank,CP001778,2498292.842023163,15.533999837453962,14501679.745997554,BB
Barclays,CP001779,3554645.6903660963,10.987998702114293,2799055.350716192,BB
Deutsche Bank,CP001780,3224353.354793774,9.917141844206922,613461.2561579215,BB
Citigroup,CP001781,2365892.559321558,12.867475366037073,8936175.570554582,A
HSBC,CP001782,824924.397099078,9.885544135792815,7019064.688296654,BBB
Deutsche Bank,CP001783,1458359.9387266105,13.979692796553383,9568216.526399732,A
HSBC,CP001784,243295.42129349837,12.218096183962516,8965309.020690912,AA
Deutsche Bank,CP001785,158621.27113638117,15.393129752542961,164530.31591703513,A
Barclays,CP001786,448040.6432406686,14.516735784198794,3167084.949928633,AA
Barclays,CP001787,1096668.3795848489,14.67233182718685,1457141.053551412,AA
Barclays,CP001788,2179409.4500577087,10.85692162228626,2992460.497614955,AA
Barclays,CP001789,1063757.1381630444,12.642200519111494,1723384.486488334,BBB
Barclays,CP001790,4239542.913259053,10.403968498946323,18257954.773412414,BB
Deutsche Bank,CP001791,1269539.791857547,9.86128168095,88307528.14260803,AA
HSBC,CP001792,2796144.591782645,11.809848610619758,5031305.922299557,AA
Citigroup,CP001793,1925453.6869509532,10.791094113295106,9758713.360683685,BBB
Deutsche Bank,CP001794,254897.02195487256,12.054768518529613,2406319.0821849024,A
Deutsche Bank,CP001795,5965572.188979097,12.18454112810481,623161.3629378821,A
HSBC,CP001796,759201.9051670509,11.020775536684644,90653115.68776454,A
Barclays,CP001797,2684022.027287122,14.407941188541347,2089691.7100967877,AA
Barclays,CP001798,7085946.099807104,14.549194958466298,1364746.7570369833,AA
Deutsche Bank,CP001799,448525.2354684046,12.653184384470505,3805638.412243464,AA
Citigroup,CP001800,13250126.90811119,11.455791773724227,12365308.297922984,AAA
HSBC,CP001801,374287.4483253164,10.077305590554023,38241998.76903019,BBB
Citigroup,CP001802,580637.1206380229,13.420460022312241,9158996.55612089,A
Barclays,CP001803,4465642.1834105,14.888423514307508,4547816.574304168,BBB
HSBC,CP001804,4427058.575678611,12.790686341858109,3710572.8087723227,A
HSBC,CP001805,3724544.188458575,14.202181615157524,4217058.463231161,BBB
HSBC,CP001806,4185052.768924435,15.839123190545346,1592516.263477923,BBB
HSBC,CP001807,550233.061372712,15.923388237493583,1190141.7485830048,CCC
Barclays,CP001808,19564282.832224693,9.533025834958625,923818.6884563073,BBB
Barclays,CP001809,4945266.952641645,14.537586801455218,4401026.8926613135,BBB
Barclays,CP001810,354003.41604251,14.819145130992109,1008724.0546160155,AA
Deutsche Bank,CP001811,490457.02225372783,15.74473919695669,2235186.098787576,CCC
Barclays,CP001812,1209081.3974568953,14.697772705118142,2601614.6260869005,BB
HSBC,CP001813,202453.7101655119,12.148133354166083,2005576.5916728233,B
Barclays,CP001814,8531926.097814426,15.273724560629509,6891560.059967093,BBB
Deutsche Bank,CP001815,1101950.4748695837,9.231092802140823,282742.2451357613,BBB
Barclays,CP001816,2025051.9645467256,11.668956160081704,2949628.9933874523,AAA
